dealership_address,dealership_city,dealership_name,dealership_state,dealership_zipcode,drivetrain,engine,exterior_color,interior_color,make,mileage,model,model_trim,price,scraped_date,scraped_url,title,transmission,trim,vehicle_type,vin,year
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.5L SOHC 24-valve i-VTEC V6 engine,Black,Black,Acura,117299,RDX,RDX AWD 4dr,15995,2022-09-12 19:12:55,https://johnsautosales.com/vdp/19175454/Used-2013-Acura-RDX-AWD-4dr-for-sale-in-Somerville-MA-02143,2013 Acura RDXAWD 4dr,Automatic,AWD 4dr,SUV,5J8TB4H37DL006123,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.5L SOHC PGM-FI 24-valve VTEC V6 engine,Gray,Gray,Acura,216414,TL,TL 4dr Sdn 2WD,9995,2022-09-12 19:12:57,https://johnsautosales.com/vdp/18777318/Used-2011-Acura-TL-4dr-Sdn-2WD-for-sale-in-Somerville-MA-02143,2011 Acura TL4dr Sdn 2WD,Automatic,4dr Sdn 2WD,Sedan,19UUA8F22BA007472,2011
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.0L TFSI turbocharged I4 engine,Gray,Black,Audi,86266,Q5,Q5 quattro 4dr 2.0T Premium Plus,19995,2022-09-12 19:12:59,https://johnsautosales.com/vdp/19176881/Used-2013-Audi-Q5-quattro-4dr-20T-Premium-Plus-for-sale-in-Somerville-MA-02143,2013 Audi Q5quattro 4dr 2.0T Premium Plus,Automatic,quattro 4dr 2.0T Premium Plus,SUV,WA1LFAFP5DA008823,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.5L SOHC V6 24V i-VTEC,Black,Tan,Acura,128336,RDX,RDX AWD 4dr Tech Pkg,,2022-09-12 19:13:00,https://johnsautosales.com/vdp/19213626/Used-2015-Acura-RDX-AWD-4dr-Tech-Pkg-for-sale-in-Somerville-MA-02143,2015 Acura RDXAWD 4dr Tech Pkg,Automatic,AWD 4dr Tech Pkg,SUV,5J8TB4H54FL009419,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.0L TFSI V6 DOHC,Dark Blue,Brown,Audi,88316,Q7,Q7 3.0 TFSI Premium Plus,29995,2022-09-12 19:13:01,https://johnsautosales.com/vdp/19199649/Used-2017-Audi-Q7-30-TFSI-Premium-Plus-for-sale-in-Somerville-MA-02143,2017 Audi Q73.0 TFSI Premium Plus,Automatic,3.0 TFSI Premium Plus,SUV,WA1LAAF74HD036082,2017
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.0 TFSI 4 Cylinder 200 HP,Gray,Black,Audi,88525,Q3,Q3 quattro 4dr Premium Plus,20995,2022-09-12 19:13:02,https://johnsautosales.com/vdp/19199652/Used-2016-Audi-Q3-quattro-4dr-Premium-Plus-for-sale-in-Somerville-MA-02143,2016 Audi Q3quattro 4dr Premium Plus,Automatic,quattro 4dr Premium Plus,SUV,WA1EFCFS7GR022849,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"2.0-liter BMW TwinPower Turbo inline 4-cylinder, 16-valve 240-hp engine combines a twin-scroll turbocharger with variable valve control (Double-VANOS and Valvetronic) and high-precision direct injection.",Blue,Tan,BMW,130235,3 Series,3 Series 4dr Sdn 328i xDrive AWD South Africa,,2022-09-12 19:13:02,https://johnsautosales.com/vdp/19213217/Used-2013-BMW-3-Series-4dr-Sdn-328i-xDrive-AWD-South-Africa-for-sale-in-Somerville-MA-02143,2013 BMW 3 Series4dr Sdn 328i xDrive AWD South Africa,Automatic,4dr Sdn 328i xDrive AWD South Africa,Sedan,WBA3B3G50DNR79583,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"3.0L DOHC 24-valve I6 engine-inc: double-VANOS steplessly variable valve timing, Valvetronic",Blue,Tan,BMW,177665,X3,X3 AWD 4dr 3.0si,7995,2022-09-12 19:13:03,https://johnsautosales.com/vdp/19189497/Used-2007-BMW-X3-AWD-4dr-30si-for-sale-in-Somerville-MA-02143,2007 BMW X3AWD 4dr 3.0si,Automatic,AWD 4dr 3.0si,SUV,WBXPC93407WF05011,2007
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,RWD,Select,White,Gray,Blue Bird,75000,School/Transit Bus,School/Transit Bus BUS,24995,2022-09-12 19:13:04,https://johnsautosales.com/vdp/19049317/Used-2000-Blue-Bird-SchoolTransit-Bus-BUS-for-sale-in-Somerville-MA-02143,2000 Blue Bird School/Transit BusBUS,Automatic,BUS,Bus,1BAGNBJA0YF096928,2000
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.0L TFSI V6 DOHC -inc: direct-injection and continuous camshaft adjustment,Gray,Black,Audi,126982,Q7,Q7 quattro 4dr 3.0T Premium Plus,,2022-09-12 19:13:04,https://johnsautosales.com/vdp/19213684/Used-2014-Audi-Q7-quattro-4dr-30T-Premium-Plus-for-sale-in-Somerville-MA-02143,2014 Audi Q7quattro 4dr 3.0T Premium Plus,Automatic,quattro 4dr 3.0T Premium Plus,SUV,WA1LGAFE0ED011222,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, 2.0L Turbo, I4, DI, DOHC, VVT (272 hp [203 kW] @ 5500 rpm, 260 lb-ft of torque [353 N-m] @ 1700-5500 rpm)",Black,Black,Cadillac,86886,ATS,ATS 4dr Sdn 2.0L Standard AWD,17995,2022-09-12 19:13:05,https://johnsautosales.com/vdp/18839208/Used-2014-Cadillac-ATS-4dr-Sdn-20L-Standard-AWD-for-sale-in-Somerville-MA-02143,2014 Cadillac ATS4dr Sdn 2.0L Standard AWD,Automatic,4dr Sdn 2.0L Standard AWD,Sedan,1G6AG5RX0E0178255,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, 2.0L Turbo, I4, DI, DOHC, VVT (272 hp [203 kW] @ 5500 rpm, 295 lb-ft of torque [400 N-m] @ 3000 - 4600 rpm)",Black,Black,Cadillac,69958,ATS Sedan,ATS Sedan 4dr Sdn 2.0L Standard AWD,18995,2022-09-12 19:13:06,https://johnsautosales.com/vdp/19205911/Used-2015-Cadillac-ATS-Sedan-4dr-Sdn-20L-Standard-AWD-for-sale-in-Somerville-MA-02143,2015 Cadillac ATS Sedan4dr Sdn 2.0L Standard AWD,Automatic,4dr Sdn 2.0L Standard AWD,Sedan,1G6AG5RX3F0102451,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,8 Cylinder Engine,Brown,Tan,Cadillac,115290,Allante',Allante' 2dr Coupe Convertible,5995,2022-09-12 19:13:07,https://johnsautosales.com/vdp/18463001/Used-1987-Cadillac-Allante-2dr-Coupe-Convertible-for-sale-in-Somerville-MA-02143,1987 Cadillac Allante'2dr Coupe Convertible,Automatic,2dr Coupe Convertible,Convertible,1G6VR3176HU102161,1987
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,"Engine, Northstar 4.6L DOHC V8 (275 HP [205 kW] @ 6000 rpm, 295 lb-ft of torque [400 N-m] @ 4400 rpm)",Brown,Black,Cadillac,109201,DTS,DTS 4dr Sdn w/1SC,10995,2022-09-12 19:13:08,https://johnsautosales.com/vdp/19076350/Used-2010-Cadillac-DTS-4dr-Sdn-w1SC-for-sale-in-Somerville-MA-02143,2010 Cadillac DTS4dr Sdn w/1SC,Automatic,4dr Sdn w/1SC,Sedan,1G6KD5EY1AU128950,2010
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,6.4L,Light Blue,Black,Cadillac,86951,Eldorado,Eldorado 2dr Coupe,7995,2022-09-12 19:13:09,https://johnsautosales.com/vdp/19068141/Used-1969-Cadillac-Eldorado-2dr-Coupe-for-sale-in-Somerville-MA-02143,1969 Cadillac Eldorado2dr Coupe,Automatic,2dr Coupe,Coupe,69347EUC19849,1969
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,Select,White,Brown,Cadillac,1,Fleetwood,Fleetwood 4dr Sedan,11995,2022-09-12 19:13:10,https://johnsautosales.com/vdp/18533530/Used-1964-Cadillac-Fleetwood-4dr-Sedan-for-sale-in-Somerville-MA-02143,1964 Cadillac Fleetwood4dr Sedan,Automatic,4dr Sedan,Sedan,64M082190X,1964
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,RWD,V6 Cylinder Engine,RED,RED,Chevrolet,33569,1/2 Ton Pickups,"1/2 Ton Pickups R10/15 Fleetside 117.5"" WB",27995,2022-09-12 19:13:11,https://johnsautosales.com/vdp/19022085/Used-1987-Chevrolet-12-Ton-Pickups-R1015-Fleetside-1175-WB-for-sale-in-Somerville-MA-02143,"1987 Chevrolet 1/2 Ton PickupsR10/15 Fleetside 117.5"" WB",Automatic,"R10/15 Fleetside 117.5"" WB",Pickup Truck,1GCDR14Z7HF362003,1987
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"Engine, 2.9L DOHC 4-cylinder SFI (185 hp [137.9 kW] @ 5600 rpm), 190 lb-ft [263.2 Nm] @ 2800 rpm) (Upgradeable to (LLR) 3.7L DOHC 5-cylinder engine or (LH9) 5.3L V8 SFI engine. Refer to the Engine and Axle section for compatibility requirements. Must spec",Blue,Black and Gray,Chevrolet,114797,Colorado,"Colorado 4WD Ext Cab 125.9"" LT w/1LT",10995,2022-09-12 19:13:12,https://johnsautosales.com/vdp/19146450/Used-2010-Chevrolet-Colorado-4WD-Ext-Cab-1259-LT-w1LT-for-sale-in-Somerville-MA-02143,"2010 Chevrolet Colorado4WD Ext Cab 125.9"" LT w/1LT",Automatic,"4WD Ext Cab 125.9"" LT w/1LT",Pickup Truck,1GCKTCD99A8125575,2010
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, 2.4L DOHC 4-cylinder SIDI (Spark Ignition Direct Injection) with VVT (Variable Valve Timing)(182 hp [135.7 kW] @ 6700 rpm, 172 lb-ft [232.2 N-m] @ 4900 rpm)",Black,Black,Chevrolet,123555,Equinox,Equinox AWD 4dr LS,13995,2022-09-12 19:13:13,https://johnsautosales.com/vdp/19145174/Used-2014-Chevrolet-Equinox-AWD-4dr-LS-for-sale-in-Somerville-MA-02143,2014 Chevrolet EquinoxAWD 4dr LS,Automatic,AWD 4dr LS,SUV,2GNFLEEK3E6164440,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, 2.4L DOHC 4-cylinder SIDI (Spark Ignition Direct Injection) with VVT (Variable Valve Timing) (182 hp [135.7 kW] @ 6700 rpm, 172 lb-ft [232.2 N-m] @ 4900 rpm)",Black,Gray,Chevrolet,137514,Equinox,Equinox AWD 4dr LT w/1LT,14995,2022-09-12 19:13:14,https://johnsautosales.com/vdp/18554017/Used-2015-Chevrolet-Equinox-AWD-4dr-LT-w1LT-for-sale-in-Somerville-MA-02143,2015 Chevrolet EquinoxAWD 4dr LT w/1LT,Automatic,AWD 4dr LT w/1LT,SUV,2GNFLFEK8F6252360,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, 2.4L DOHC 4-cylinder SIDI (Spark Ignition Direct Injection) with VVT (Variable Valve Timing) (182 hp [135.7 kW] @ 6700 rpm, 172 lb-ft [232.2 N-m] @ 4900 rpm)",Silver,Black,Chevrolet,78310,Equinox,Equinox AWD 4dr LT w/1LT,,2022-09-12 19:13:15,https://johnsautosales.com/vdp/19213544/Used-2015-Chevrolet-Equinox-AWD-4dr-LT-w1LT-for-sale-in-Somerville-MA-02143,2015 Chevrolet EquinoxAWD 4dr LT w/1LT,Automatic,AWD 4dr LT w/1LT,SUV,1GNFLFEK2FZ129660,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"Engine, Vortec 5.3L V8 SFI FlexFuel (310 hp [231.1 kW] @ 5200 rpm, 334 lb-ft of torque [450.9 N-m] @ 4500 rpm) (Standard on CG13405 and CH13405 models. Reference the Engine/Axle page for availability.)",Blue,Gray,Chevrolet,83166,Express Cargo Van,"Express Cargo Van AWD 1500 135"" YF7 Upfitter",32995,2022-09-12 19:13:15,https://johnsautosales.com/vdp/19188135/Used-2012-Chevrolet-Express-Cargo-Van-AWD-1500-135-YF7-Upfitter-for-sale-in-Somerville-MA-02143,"2012 Chevrolet Express Cargo VanAWD 1500 135"" YF7 Upfitter",Automatic,"AWD 1500 135"" YF7 Upfitter",Van-Minivan,1GBSHDC46C1186878,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,"Engine, 3.6L SIDI DOHC V6 VVT (300 hp [223.7 kW] @ 6500 rpm, 262 lb-ft of torque [353.7 N-m] @ 5300 rpm)",Silver,Gray,Chevrolet,133045,Impala,Impala 4dr Sdn LT Retail,8995,2022-09-12 19:13:15,https://johnsautosales.com/vdp/18864886/Used-2013-Chevrolet-Impala-4dr-Sdn-LT-Retail-for-sale-in-Somerville-MA-02143,2013 Chevrolet Impala4dr Sdn LT Retail,Automatic,4dr Sdn LT Retail,Sedan,2G1WB5E30D1177882,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.6L DOHC V6 DI WITH VARIABLE VALVE TIMING (VVT),Gray,Black,Chevrolet,131792,Impala,Impala 4dr Sdn LTZ w/2LZ,15995,2022-09-12 19:13:16,https://johnsautosales.com/vdp/19208726/Used-2015-Chevrolet-Impala-4dr-Sdn-LTZ-w2LZ-for-sale-in-Somerville-MA-02143,2015 Chevrolet Impala4dr Sdn LTZ w/2LZ,Automatic,4dr Sdn LTZ w/2LZ,Sedan,2G1165S39F9123133,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,5.3L (325) SFI V8 (Vortec) engine,Blue,Tan,Chevrolet,168431,Silverado 1500,"Silverado 1500 Ext Cab 143.5"" WB 4WD LT",8995,2022-09-12 19:13:16,https://johnsautosales.com/vdp/19044639/Used-2002-Chevrolet-Silverado-1500-Ext-Cab-1435-WB-4WD-LT-for-sale-in-Somerville-MA-02143,"2002 Chevrolet Silverado 1500Ext Cab 143.5"" WB 4WD LT",Automatic,"Ext Cab 143.5"" WB 4WD LT",Pickup Truck,2GCEK19T421129398,2002
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"Engine, 5.3L EcoTec3 V8 with Active Fuel Management, Direct Injection and Variable Valve Timing includes aluminum block construction (355 hp [265 kW] @ 5600 rpm, 383 lb-ft of torque [518 Nm] @ 4100 rpm; more than 300 lb-ft of torque from 2000 to 5600 rpm)",Black,Gray,Chevrolet,34088,Silverado 1500 LD,Silverado 1500 LD 4WD Double Cab Custom,34995,2022-09-12 19:13:21,https://johnsautosales.com/vdp/19188882/Used-2019-Chevrolet-Silverado-1500-LD-4WD-Double-Cab-Custom-for-sale-in-Somerville-MA-02143,2019 Chevrolet Silverado 1500 LD4WD Double Cab Custom,Automatic,4WD Double Cab Custom,Pickup Truck,2GCVKMEC8K1215675,2019
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"Engine, Vortec 6.0L Variable Valve Timing V8 SFI E85-compatible, FlexFuel capable of running on unleaded or up to 85% ethanol (360 hp [268.4 kW] @ 5400 rpm, 380 lb-ft of torque [513.0 N-m] @ 4200 rpm) with (E63) fleetside pickup box; (322 hp [240.1 kW] @",Black,Gray,Chevrolet,104192,Silverado 2500HD,"Silverado 2500HD 4WD Reg Cab 133.7"" LT",22995,2022-09-12 19:13:22,https://johnsautosales.com/vdp/18965879/Used-2012-Chevrolet-Silverado-2500HD-4WD-Reg-Cab-1337-LT-for-sale-in-Somerville-MA-02143,"2012 Chevrolet Silverado 2500HD4WD Reg Cab 133.7"" LT",Automatic,"4WD Reg Cab 133.7"" LT",Pickup Truck,1GC0KXCG3CF110537,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"Engine, Vortec 5300 V8 SFI (285 HP [212.6 kW] @ 5200 rpm, 325 lb.-ft. [441 N-m] @ 4000 rpm)",White,Gray,Chevrolet,108699,Tahoe,Tahoe 4dr 1500 4WD LT,,2022-09-12 19:13:23,https://johnsautosales.com/vdp/19213563/Used-2003-Chevrolet-Tahoe-4dr-1500-4WD-LT-for-sale-in-Somerville-MA-02143,2003 Chevrolet Tahoe4dr 1500 4WD LT,Automatic,4dr 1500 4WD LT,SUV,1GNEK13T43J185414,2003
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"Engine, 3.6L SIDI V6 (281 hp [210 kW] @ 6300 rpm, 266 lb-ft of torque @ 3400 rpm [359.1 N-m])",Gray,Black,Chevrolet,128540,Traverse,Traverse FWD 4dr LT w/1LT,9995,2022-09-12 19:13:24,https://johnsautosales.com/vdp/18768285/Used-2010-Chevrolet-Traverse-FWD-4dr-LT-w1LT-for-sale-in-Somerville-MA-02143,2010 Chevrolet TraverseFWD 4dr LT w/1LT,Automatic,FWD 4dr LT w/1LT,SUV,1GNLRFED3AS104500,2010
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.4L DOHC SMPI 16-valve I4 dual VVT engine (REQ: NAA Emissions),Gray,Black,Chrysler,136558,200,200 4dr Sdn LX,8995,2022-09-12 19:13:25,https://johnsautosales.com/vdp/18757928/Used-2013-Chrysler-200-4dr-Sdn-LX-for-sale-in-Somerville-MA-02143,2013 Chrysler 2004dr Sdn LX,Automatic,4dr Sdn LX,Sedan,1C3CCBAB5DN646910,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.6L 24-valve VVT V6 flex fuel engine,Black,Black,Chrysler,111292,Town & Country,Town & Country 4dr Wgn Touring,11995,2022-09-12 19:13:26,https://johnsautosales.com/vdp/18958063/Used-2012-Chrysler-Town-Country-4dr-Wgn-Touring-for-sale-in-Somerville-MA-02143,2012 Chrysler Town & Country4dr Wgn Touring,Automatic,4dr Wgn Touring,Van-Minivan,2C4RC1BG0CR252632,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L I4 DOHC engine,Orange,Black,Dodge,107132,Dart,Dart 4dr Sdn SXT,8995,2022-09-12 19:13:27,https://johnsautosales.com/vdp/18766237/Used-2013-Dodge-Dart-4dr-Sdn-SXT-for-sale-in-Somerville-MA-02143,2013 Dodge Dart4dr Sdn SXT,Automatic,4dr Sdn SXT,Sedan,1C3CDFBA5DD292497,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.4L I4 16V MULTI-AIR TURBO ENGINE,Black,Black,Dodge,107181,Dart,Dart 4dr Sdn Limited,9995,2022-09-12 19:13:28,https://johnsautosales.com/vdp/19082600/Used-2013-Dodge-Dart-4dr-Sdn-Limited-for-sale-in-Somerville-MA-02143,2013 Dodge Dart4dr Sdn Limited,Automatic,4dr Sdn Limited,Sedan,1C3CDFCH9DD132960,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.6L VVT 24-valve V6 flex fuel engine,White,Black,Dodge,179501,Grand Caravan,Grand Caravan 4dr Wgn SXT,,2022-09-12 19:13:29,https://johnsautosales.com/vdp/19110145/Used-2013-Dodge-Grand-Caravan-4dr-Wgn-SXT-for-sale-in-Somerville-MA-02143,2013 Dodge Grand Caravan4dr Wgn SXT,Automatic,4dr Wgn SXT,Van-Minivan,2C4RDGCG5DR683306,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.6L V6 24V VVT FlexFuel,Silver,Black,Dodge,106946,Grand Caravan,Grand Caravan SXT Wagon,19995,2022-09-12 19:13:30,https://johnsautosales.com/vdp/19136431/Used-2017-Dodge-Grand-Caravan-SXT-Wagon-for-sale-in-Somerville-MA-02143,2017 Dodge Grand CaravanSXT Wagon,Automatic,SXT Wagon,Van-Minivan,2C4RDGCGXHR747054,2017
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.4L I4 DOHC 16V Dual VVT,Black,Black,Dodge,115751,Journey,Journey FWD 4dr Crossroad,13995,2022-09-12 19:13:31,https://johnsautosales.com/vdp/19205498/Used-2014-Dodge-Journey-FWD-4dr-Crossroad-for-sale-in-Somerville-MA-02143,2014 Dodge JourneyFWD 4dr Crossroad,Automatic,FWD 4dr Crossroad,SUV,3C4PDCGB3ET287548,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.6L V6 24V VVT -inc: Flex Fuel Vehicle,Charcoal,Black,Dodge,77608,Journey,Journey AWD 4dr SXT,17995,2022-09-12 19:13:32,https://johnsautosales.com/vdp/19199647/Used-2015-Dodge-Journey-AWD-4dr-SXT-for-sale-in-Somerville-MA-02143,2015 Dodge JourneyAWD 4dr SXT,Automatic,AWD 4dr SXT,SUV,3C4PDDBG7FT720881,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"5.7L (350) SMPI V8 HEMI ""Magnum"" engine",White,Gray,Dodge,108016,Ram 2500,"Ram 2500 4WD Reg Cab 140.5"" ST",11995,2022-09-12 19:13:33,https://johnsautosales.com/vdp/18174475/Used-2007-Dodge-Ram-2500-4WD-Reg-Cab-1405-ST-for-sale-in-Somerville-MA-02143,"2007 Dodge Ram 25004WD Reg Cab 140.5"" ST",Automatic,"4WD Reg Cab 140.5"" ST",Truck,3D7KS26D37G804913,2007
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,4.6L SOHC EFI flex fuel V8 engine,White,Gray,Ford,110977,Econoline Cargo Van,Econoline Cargo Van E-150 Recreational,18995,2022-09-12 19:13:34,https://johnsautosales.com/vdp/19136503/Used-2012-Ford-Econoline-Cargo-Van-E150-Recreational-for-sale-in-Somerville-MA-02143,2012 Ford Econoline Cargo VanE-150 Recreational,Automatic,E-150 Recreational,Cargo Van,1FTNE1EW4CDA17357,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,4.6L SOHC EFI flex fuel V8 engine,White,Gray,Ford,69355,Econoline Cargo Van,Econoline Cargo Van E-250 Recreational,21995,2022-09-12 19:13:35,https://johnsautosales.com/vdp/19136522/Used-2013-Ford-Econoline-Cargo-Van-E250-Recreational-for-sale-in-Somerville-MA-02143,2013 Ford Econoline Cargo VanE-250 Recreational,Automatic,E-250 Recreational,Cargo Van,1FTNE2EW8DDA65385,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.5L Ti-VCT V6,Silver,Black,Ford,108138,Edge,Edge 4dr Limited AWD,16495,2022-09-12 19:13:37,https://johnsautosales.com/vdp/18738125/Used-2014-Ford-Edge-4dr-Limited-AWD-for-sale-in-Somerville-MA-02143,2014 Ford Edge4dr Limited AWD,Automatic,4dr Limited AWD,SUV,2FMDK4KC2EBA86309,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.0L I4 ECOBOOST ENGINE,Black,Gray,Ford,144355,Escape,Escape 4WD 4dr SE,12995,2022-09-12 19:13:38,https://johnsautosales.com/vdp/19132388/Used-2013-Ford-Escape-4WD-4dr-SE-for-sale-in-Somerville-MA-02143,2013 Ford Escape4WD 4dr SE,Automatic,4WD 4dr SE,SUV,1FMCU9G99DUD30420,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,ENGINE: 2.0L ECOBOOST,Gray,Gray,Ford,95695,Escape,Escape 4WD 4dr SE,13995,2022-09-12 19:13:39,https://johnsautosales.com/vdp/19176140/Used-2014-Ford-Escape-4WD-4dr-SE-for-sale-in-Somerville-MA-02143,2014 Ford Escape4WD 4dr SE,Automatic,4WD 4dr SE,SUV,1FMCU9G91EUC33486,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,1.6L EcoBoost -inc: active grille shutters,Black,Gray,Ford,55122,Escape,Escape 4WD 4dr SE,18995,2022-09-12 19:13:40,https://johnsautosales.com/vdp/19199581/Used-2016-Ford-Escape-4WD-4dr-SE-for-sale-in-Somerville-MA-02143,2016 Ford Escape4WD 4dr SE,Automatic,4WD 4dr SE,SUV,1FMCU9GX2GUA00749,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,ENGINE: 2.0L ECOBOOST,Black,Gray,Ford,119539,Escape,Escape 4WD 4dr SE,14995,2022-09-12 19:13:41,https://johnsautosales.com/vdp/19152349/Used-2016-Ford-Escape-4WD-4dr-SE-for-sale-in-Somerville-MA-02143,2016 Ford Escape4WD 4dr SE,Automatic,4WD 4dr SE,SUV,1FMCU9G97GUA13028,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,1.5L EcoBoost -inc: auto start-stop technology,Blue,Black,Ford,25569,Escape,Escape SE 4WD,24995,2022-09-12 19:13:42,https://johnsautosales.com/vdp/19058993/Used-2017-Ford-Escape-SE-4WD-for-sale-in-Somerville-MA-02143,2017 Ford EscapeSE 4WD,Automatic,SE 4WD,SUV,1FMCU9GD1HUC16776,2017
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,3.5L V6 EcoBoost,White,Black,Ford,116257,Expedition EL,Expedition EL 4WD 4dr Platinum,25995,2022-09-12 19:13:42,https://johnsautosales.com/vdp/19146425/Used-2015-Ford-Expedition-EL-4WD-4dr-Platinum-for-sale-in-Somerville-MA-02143,2015 Ford Expedition EL4WD 4dr Platinum,Automatic,4WD 4dr Platinum,SUV,1FMJK1MT5FEF40251,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,ENGINE: 3.5L TI-VCT V6,Red,Black,Ford,99802,Explorer,Explorer 4WD 4dr Limited,,2022-09-12 19:13:42,https://johnsautosales.com/vdp/19213745/Used-2015-Ford-Explorer-4WD-4dr-Limited-for-sale-in-Somerville-MA-02143,2015 Ford Explorer4WD 4dr Limited,Automatic,4WD 4dr Limited,SUV,1FM5K8F80FGB86470,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.6L I4 Ti-VCT engine,Black,Black,Ford,129626,Fiesta,Fiesta 5dr HB SE,6995,2022-09-12 19:13:42,https://johnsautosales.com/vdp/18980636/Used-2011-Ford-Fiesta-5dr-HB-SE-for-sale-in-Somerville-MA-02143,2011 Ford Fiesta5dr HB SE,Automatic,5dr HB SE,Hatchback,3FADP4EJ1BM156429,2011
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,5.4L SOHC 24-valve EFI Triton V8 engine,White,Gray,Ford,90259,Super Duty F-250 SRW,"Super Duty F-250 SRW 4WD SuperCab 142"" Lariat",,2022-09-12 19:13:42,https://johnsautosales.com/vdp/19213783/Used-2009-Ford-Super-Duty-F250-SRW-4WD-SuperCab-142-Lariat-for-sale-in-Somerville-MA-02143,"2009 Ford Super Duty F-250 SRW4WD SuperCab 142"" Lariat",Automatic,"4WD SuperCab 142"" Lariat",Pickup Truck,1FTSX215X9EA83169,2009
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"7.3L (444) DI V8 TURBO-DIESEL ""POWER STROKE"" ENGINE",Black,Tan,Ford,218172,Super Duty F-350 SRW,"Super Duty F-350 SRW Supercab 142"" Lariat 4WD",8995,2022-09-12 19:13:47,https://johnsautosales.com/vdp/18958667/Used-2002-Ford-Super-Duty-F350-SRW-Supercab-142-Lariat-4WD-for-sale-in-Somerville-MA-02143,"2002 Ford Super Duty F-350 SRWSupercab 142"" Lariat 4WD",Automatic,"Supercab 142"" Lariat 4WD",Pickup Truck,1FTSX31F62ED06179,2002
